22,PA,728
22,LA,143
22,AL,471
22,TX,3296
22,CA,945
22,NV,33
22,AZ,238
22,NC,479
22,TN,242
22,GA,432
22,SC,260
22,MS,120
22,ON,2768
22,VA,624
22,AR,103
22,HI,1
22,NJ,403
22,MD,485
22,MA,492
22,NM,111
22,NY,1349
22,WI,798
22,MI,1175
22,OK,1829
22,IL,1094
22,MO,769
22,OH,972
22,IN,843
22,NS,192
22,KS,707
22,KY,132
22,MN,1644
22,RI,163
22,CO,145
22,CT,701
22,IA,341
22,NB,62
22,DE,39
22,UT,282
22,NH,294
22,WV,106
22,QC,197
22,DC,43
22,ME,482
22,SD,31
22,WY,16
22,NE,277
22,OR,67
22,ID,61
22,VT,171
22,ND,21
22,MB,25
22,WA,19
22,MT,6
22,PE,3
22,AB,1
